Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
CENTRO TECN,21,1,2,CAIXAS ESCOLARES e similares,
COL EST,21,1,2,CAIXAS ESCOLARES e similares,
COLEGIO EST,21,1,2,CAIXAS ESCOLARES e similares,
COLEGIO NOSSA SENHORA,21,1,2,CAIXAS ESCOLARES e similares,
CRECHE,21,1,2,CAIXAS ESCOLARES e similares,
"DA EM DR,DA EMEF",21,1,2,CAIXAS ESCOLARES e similares,
DA ESCOLA,21,1,2,CAIXAS ESCOLARES e similares,
DO G E M FERNANDO,21,1,2,CAIXAS ESCOLARES e similares,
E E 1 2 GR,21,1,2,CAIXAS ESCOLARES e similares,
E E 1 G,21,1,2,CAIXAS ESCOLARES e similares,
E E I G,21,1,2,CAIXAS ESCOLARES e similares,
E E 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
E E 29 DE JUNHO,21,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 E 2 G,21,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 G,21,1,2,CAIXAS ESCOLARES e similares,
E E DE 2 G,21,1,2,CAIXAS ESCOLARES e similares,
E E DE I G,21,1,2,CAIXAS ESCOLARES e similares,
E E INTEGRADA,21,1,2,CAIXAS ESCOLARES e similares,
E M DE 1 G,21,1,2,CAIXAS ESCOLARES e similares,
E M E INF,21,1,2,CAIXAS ESCOLARES e similares,
E M VISCONDE,21,1,2,CAIXAS ESCOLARES e similares,
E\\. E\\. 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
ESC\\.EST\\.,21,1,2,CAIXAS ESCOLARES e similares,
E\\. E\\. DE E\\. MED,21,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. 1 G,21,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E\\. F\\.,21,1,2,CAIXAS ESCOLARES e similares,
 EMEI,21,1,2,CAIXAS ESCOLARES e similares,
E M 1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESC M 1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESC M PE,21,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.F,21,1,2,CAIXAS ESCOLARES e similares,
"ESC\\. EST,ESC\\.EST",21,1,2,CAIXAS ESCOLARES e similares,
"EDUC\\. PROF\\.,E ESTAD DE 1 G,DA E M E F",21,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E \\. F\\.,21,1,2,CAIXAS ESCOLARES e similares,
DA EE DE I G,21,1,2,CAIXAS ESCOLARES e similares,
EE MUN,21,1,2,CAIXAS ESCOLARES e similares,
" EEEF ,E\\.E\\. 1G,E\\.E\\. 1 G",21,1,2,CAIXAS ESCOLARES e similares,
"E\\.EST\\.ENS\\.F,E\\.MUN",21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\. DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.1G,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.E\\. MED,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.E\\.E\\.,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.E\\.F,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.E\\.M,21,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.I\\.E\\.F\\.,21,1,2,CAIXAS ESCOLARES e similares,
E\\.FUND,21,1,2,CAIXAS ESCOLARES e similares,
E E FUND,21,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\. DR\\.,21,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.F\\.,21,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO INFANTIL,21,1,2,CAIXAS ESCOLARES e similares,
EE 1 2 G,21,1,2,CAIXAS ESCOLARES e similares,
EE DE 1 G,21,1,2,CAIXAS ESCOLARES e similares,
EE DE I GRAU,21,1,2,CAIXAS ESCOLARES e similares,
EEEM ANTONIO,21,1,2,CAIXAS ESCOLARES e similares,
EEEM DR,21,1,2,CAIXAS ESCOLARES e similares,
EEIEF KARAI,21,1,2,CAIXAS ESCOLARES e similares,
EEM HENRIQUE,21,1,2,CAIXAS ESCOLARES e similares,
EM 1 G,21,1,2,CAIXAS ESCOLARES e similares,
EM DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
EMEB,21,1,2,CAIXAS ESCOLARES e similares,
ENS FUND,21,1,2,CAIXAS ESCOLARES e similares,
"EMEF PROF,ESC DE 1 G",21,1,2,CAIXAS ESCOLARES e similares,
ESC EST,21,1,2,CAIXAS ESCOLARES e similares,
ENS\\. FUND,21,1,2,CAIXAS ESCOLARES e similares,
ENSINO FUND,21,1,2,CAIXAS ESCOLARES e similares,
ENSINO MEDIO,21,1,2,CAIXAS ESCOLARES e similares,
ES M DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
ESC 1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESC DE 1E2 G,21,1,2,CAIXAS ESCOLARES e similares,
ESC M E F,21,1,2,CAIXAS ESCOLARES e similares,
ESC MUN,21,1,2,CAIXAS ESCOLARES e similares,
ESC\\. MUN,21,1,2,CAIXAS ESCOLARES e similares,
ESC\\.MUN,21,1,2,CAIXAS ESCOLARES e similares,
ESC DE EI,21,1,2,CAIXAS ESCOLARES e similares,
ESC DE1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA EST,21,1,2,CAIXAS ESCOLARES e similares,
ESC I G,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA MUN,21,1,2,CAIXAS ESCOLARES e similares,
ESC PARTICULAR,21,1,2,CAIXAS ESCOLARES e similares,
ESCLA MUN,21,1,2,CAIXAS ESCOLARES e similares,
ESCO M INF,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA CORONEL,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA DE 1 GRAU,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA E 1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA DE 1\\. GRAU,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA INF,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA NOSSA SENHORA,21,1,2,CAIXAS ESCOLARES e similares,
EST DE 1 G,21,1,2,CAIXAS ESCOLARES e similares,
ESTADUAL DE 1,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA RURAL,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA SANTA,21,1,2,CAIXAS ESCOLARES e similares,
ESCOLA TEC,21,1,2,CAIXAS ESCOLARES e similares,
ESTADUAL DE EDUC,21,1,2,CAIXAS ESCOLARES e similares,
GRUPO ESCOLAR,21,1,2,CAIXAS ESCOLARES e similares,
I\\.E\\.E\\.,21,1,2,CAIXAS ESCOLARES e similares,
INTERESCOLAR,21,1,2,CAIXAS ESCOLARES e similares,
INSTITUTO EST,21,1,2,CAIXAS ESCOLARES e similares,
JARDIM DE INF,21,1,2,CAIXAS ESCOLARES e similares,
PAES E MESTRES,21,1,2,CAIXAS ESCOLARES e similares,
PAIS E MESTRES,21,1,2,CAIXAS ESCOLARES e similares,
PRIMEIRO GRAU,21,1,2,CAIXAS ESCOLARES e similares,
REV JOAQUIM,21,1,2,CAIXAS ESCOLARES e similares,
UEE ALMIRANTE,21,1,2,CAIXAS ESCOLARES e similares,
UNIDADE DE ENS,21,1,2,CAIXAS ESCOLARES e similares,
CONSELHO DELIBERATIVO,22,1,1,CAIXAS ESCOLARES e similares,
^CONS\\. DELIB,22,1,1,CAIXAS ESCOLARES e similares,
^CONS\\. DEL\\.,22,1,1,CAIXAS ESCOLARES e similares,
^COLEGIADO,22,1,1,CAIXAS ESCOLARES e similares,
CENTRO DE EDUCAO INF,22,1,2,CAIXAS ESCOLARES e similares,
CENTRO EDUC,22,1,2,CAIXAS ESCOLARES e similares,
ESCOLA,22,1,2,CAIXAS ESCOLARES e similares,
UNIDADE EDUC,22,1,2,CAIXAS ESCOLARES e similares,
^APM,23,1,1,CAIXAS ESCOLARES e similares,
ESCOLA MUNICIPAL VIEIRA DA SILVA,23,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAA,23,1,1,CAIXAS ESCOLARES e similares,
PAIS E MEST,23,1,2,CAIXAS ESCOLARES e similares,
"PAIS, MEST",23,1,2,CAIXAS ESCOLARES e similares,
APOIO A ESC,23,1,2,CAIXAS ESCOLARES e similares,
^ASSOCIA,24,1,1,CAIXAS ESCOLARES e similares,
PAIS E MEST,24,1,2,CAIXAS ESCOLARES e similares,
"PAIS, MEST",24,1,2,CAIXAS ESCOLARES e similares,
APOIO A ESC,24,1,2,CAIXAS ESCOLARES e similares,
ESTADUAL,24,1,3,CAIXAS ESCOLARES e similares,
MUNICIPAL,24,1,3,CAIXAS ESCOLARES e similares,
CRECHE,24,1,3,CAIXAS ESCOLARES e similares,
EMEB,24,1,3,CAIXAS ESCOLARES e similares,
DA EE,24,1,3,CAIXAS ESCOLARES e similares,
COMUNOIDADE,24,1,3,CAIXAS ESCOLARES e similares,
^APMF,25,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO PROJETO MANHA COM A FAMILIA,25,0,.,CAIXAS ESCOLARES e similares,
^APAF,26,1,1,CAIXAS ESCOLARES e similares,
^APF,26,1,1,CAIXAS ESCOLARES e similares,
CEEBJA,26,1,2,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PROFESSORES ALUNOS E FUNCIONARIOS,26,1,2,CAIXAS ESCOLARES e similares,
"ASSOCIACAO DE PROFESSORES, ALUNOS E FUNC",26,1,2,CAIXAS ESCOLARES e similares,
ASSOCIACAO PROFESSORES ALUNOS E FUNCIONARIOS,26,1,2,CAIXAS ESCOLARES e similares,
^CDCE,0,1,.,CAIXAS ESCOLARES e similares,
^CE- CONSELHO ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CE-CONSELHO ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONSELHO DE ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CAIXA CUSTEIO,0,1,.,CAIXAS ESCOLARES e similares,
^CONS DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONS DE ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONS\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONS\\. DE ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONSELHO COMUNITARIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
^CONSELHO DA UNIDADE EXEC,0,1,.,CAIXAS ESCOLARES e similares,
^CONSELHO DE APOIO A E\\.M,0,1,.,CAIXAS ESCOLARES e similares,
^CONSELHO DE APOIO A ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIR DE P E MESTRES,0,1,.,CAIXAS ESCOLARES e similares,
CIRC DE P E M,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P E M DA,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P M DA,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M DA,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
C P M F C E E I,0,1,.,CAIXAS ESCOLARES e similares,
C\\. D\\. C\\. E DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\. D\\. C\\. E\\. - ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\. D\\. C\\. E\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\. D\\. C\\. E\\. M\\. MARIA,0,1,.,CAIXAS ESCOLARES e similares,
C\\. D\\. C\\. ESCOLAR DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\. ESCOLAR WASHINGTON,0,1,.,CAIXAS ESCOLARES e similares,
C\\. P\\.M DA E\\. M\\.,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E - ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E PROFESSOR DJALMA,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. CONS\\. DELIB\\.,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. DO CENTRO MUNICIPAL DE EDUC,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. E\\.E\\.,0,1,.,CAIXAS ESCOLARES e similares,
C\\.D\\.C\\.E\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
C\\.E\\. DA E\\.M\\.,0,1,.,CAIXAS ESCOLARES e similares,
C\\.E\\. DA EMPEF,0,1,.,CAIXAS ESCOLARES e similares,
C\\.E\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
C0NSELHO ESCOLAR DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA C ESCOLAR,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA C\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA COMUNITARIA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUST DA EEPG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUST ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUST\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUSTEIO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUSTEIO E DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUSTEIO E E 1 2 GR,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUSTEIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE ASSIST ESC DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE C DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE C E DA EEPG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE C E DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE C ES DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE C ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CE DAEEPG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST DA EEPG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST ES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA DE CUST\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA ESXOLAR DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CCDE CENTRO MUNICIPAL DE EDUC,0,1,.,CAIXAS ESCOLARES e similares,
CCDE DA EMEB,0,1,.,CAIXAS ESCOLARES e similares,
CCDE DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CCE - COLEGIO,0,1,.,CAIXAS ESCOLARES e similares,
CCE CONS COM ESC,0,1,.,CAIXAS ESCOLARES e similares,
CCE CONSELHO COMUNITARIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CCE DA EEPG,0,1,.,CAIXAS ESCOLARES e similares,
CCE DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CCE EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CCE EMEB,0,1,.,CAIXAS ESCOLARES e similares,
CCE ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CCONSELHO ESCOLAR,0,1,.,CAIXAS ESCOLARES e similares,
CAIXA CUST\\. ESC\\.,0,1,.,CAIXAS ESCOLARES e similares,
CDUE DA CRECHE,0,1,.,CAIXAS ESCOLARES e similares,
CDUE DA EMEB,0,1,.,CAIXAS ESCOLARES e similares,
CDUE DO CENTRO MUNICIPAL DE EDUC,0,1,.,CAIXAS ESCOLARES e similares,
CE DA EEEFM,0,1,.,CAIXAS ESCOLARES e similares,
CE DA EMEB,0,1,.,CAIXAS ESCOLARES e similares,
CE DA EMEF,0,1,.,CAIXAS ESCOLARES e similares,
CE DA ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CE EMEI,0,1,.,CAIXAS ESCOLARES e similares,
CE\\/EEEFM,0,1,.,CAIXAS ESCOLARES e similares,
CIRC DE P E MEST DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRC DE P E MESTRES DA E DE 1 E 2 G,0,1,.,CAIXAS ESCOLARES e similares,
CIRC DE P MESTRES,0,1,.,CAIXAS ESCOLARES e similares,
CIRC DE P\\.E MEST DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRC P M ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRC P MEST INST DE EDUC,0,1,.,CAIXAS ESCOLARES e similares,
CIRC\\.DE P E MEST DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRC\\.DE P\\.E M\\.,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P E M DO COL,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P E MESTRES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P E MESTRES DA ESC MUNICIPAL PRINCESA ISABEL,0,1,.,CAIXAS ESCOLARES e similares,
"CIRCULO DE P EM DA EE DE 1 G INC DE CAPITAO MIGUEL,CIRCULO DE P M E E 1 G",0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P M ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P MESTRES DA UN EST DE ENS,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P\\.M\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P\\.M\\.DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE P\\.MESTRES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE PA S E MESTRES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE PAIUS E MESTRES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO DE PM DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO ESCOLAR,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P E MESTRES ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M ALBERTINO SARAIVA,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M CLOVIS AZAMBUJA,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M E E 1 G,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M E E DE 1 G,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M E EST 1 G,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P M OTAVIO F BIZARRO,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P MESTRES DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P MESTRES ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO P\\. M\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO PM DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CIRCULO PM ESC,0,1,.,CAIXAS ESCOLARES e similares,
CM DA ESC DE 1 G,0,1,.,CAIXAS ESCOLARES e similares,
CM DA ESC MUN DE 1 G,0,1,.,CAIXAS ESCOLARES e similares,
CM DA ESCOLA EST,0,1,.,CAIXAS ESCOLARES e similares,
CM DA ESCOLA MUN,0,1,.,CAIXAS ESCOLARES e similares,
COLEG ESCOLAR DAS ESC,0,1,.,CAIXAS ESCOLARES e similares,
COLEGAIDO ESCOLAR,0,1,.,CAIXAS ESCOLARES e similares,
COLEGIADO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COLEGIADO DA INID\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
COLEGIADO DA UNIDADE EXEC,0,1,.,CAIXAS ESCOLARES e similares,
COLEGIADO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE CMUNITARIO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM GRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. DA EPG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. E\\.P\\.G\\.,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. E\\.R\\.08,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. EPG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COM\\. PRE ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMINITARIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUINITARIO DA EPG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DA E\\. P\\. G\\.,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DA E\\.P\\.G\\.,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DA EPG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUN\\. DO GRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNIT ESCOLA EST,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO - COLEGIO,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO COLEGIO EST,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO CRECHE PRE ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DA E\\.P\\.G\\.,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DA EPG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DA UNIDADE ESPECIFICA DO PRE ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DAS ESCOLAS,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DO CENTRO DE EDUC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DO CENTRO EDUC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DO COLEGIO EST,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DO GRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DO PRE-ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO DOGRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO EPSG,0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITARIO ''ESCOLA CENTRAL'',0,1,.,CAIXAS ESCOLARES e similares,
COMITE COMUNITRIO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
COMITE CONSELHO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONCELHO ESCOLAR,0,1,.,CAIXAS ESCOLARES e similares,
CONS DA ESCOLA EST,0,1,.,CAIXAS ESCOLARES e similares,
CONS DA ESCOLA MUN,0,1,.,CAIXAS ESCOLARES e similares,
CONS DA ESCOLA NORMAL EST,0,1,.,CAIXAS ESCOLARES e similares,
CONS DE ESCOLA DO GRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\. DELIB\\. DA COM\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\. DELIBERATIVO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\. DO GRUPO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\. E.UNID\\. EXECUTORA DA E MUN,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\. E\\. DAS ESC\\.,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DA ESCOLA EST,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DA ESCOLA MUN,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DE ESC\\. DAS ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DEL\\. DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DEL\\.COM\\.E,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DEL\\.COMUN\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DEL\\.DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DEL\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIB\\. DA COMUNIDADE\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIB\\.DA COMUN\\. ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIB\\.DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIB\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIBERATIVO DA COMUNID\\.ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONS\\.DELIBERATIVO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONSEHO ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELGO ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELH0 DA ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELH0 ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHHO ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHJO ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO - ESCOLA,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO COMUNITARIIO ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO COMUNITARIO DA E\\. M,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO COMUNITARIO DA E\\.M,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA E\\.M\\.I\\.F\\.,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA EEFM FLORENTINO AVIDOS,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA EEPSG,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA EPG,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA EPMEF,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DA ESC,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DE APOIO A E M,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DE E\\.E\\.E\\.M,0,1,.,CAIXAS ESCOLARES e similares,
CONSELHO DE EPSG,0,1,.,CAIXAS ESCOLARES e similares,
